"Title","Authors","Journal","Year"
"Image2stylegan++: How to edit the embedded images?","R Abdal, Y Qin, P Wonka -  of the IEEE/CVF conference on , 2020 - openaccess.thecvf.com","¡¦ of the IEEE/CVF conference on ¡¦","2020"
"Contrastive embedding for generalized zero-shot learning","Z Han, Z Fu, S Chen, J Yang - Proceedings of the IEEE/CVF , 2021 - openaccess.thecvf.com","Proceedings of the IEEE/CVF ¡¦","2021"
"Contrastive multiview coding","Y Tian, D Krishnan, P Isola - Computer Vision–ECCV 2020: 16th European , 2020 - Springer","Computer Vision–ECCV 2020: 16th European ¡¦","2020"
"D'ya like dags? a survey on structure learning and causal discovery","MJ Vowels, NC Camgoz, R Bowden - ACM Computing Surveys, 2022 - dl.acm.org","ACM Computing Surveys","2022"
"Deep leakage from gradients","L Zhu, Z Liu, S Han - Advances in neural information , 2019 - proceedings.neurips.cc","Advances in neural information ¡¦","2019"
" Adversarial attacks and defenses in images, graphs and text: A review","H Xu, Y Ma, HC Liu, D Deb, H Liu, JL Tang - International Journal of , 2020 - Springer","International Journal of ¡¦","2020"
"[ÀÎ¿ë][C] An introduction to variational autoencoders","DP Kingma, M Welling - Foundations and Trends® in , 2019 - nowpublishers.com","Foundations and Trends® in ¡¦","2019"
"Recent advances in deep learning for object detection","X Wu, D Sahoo, SCH Hoi - Neurocomputing, 2020 - Elsevier","Neurocomputing","2020"
" Attention-based VGG-16 model for COVID-19 chest X-ray image classification","C Sitaula, MB Hossain - Applied Intelligence, 2021 - Springer","Applied Intelligence","2021"
"Emerging materials intelligence ecosystems propelled by machine learning","R Batra, L Song, R Ramprasad - Nature Reviews Materials, 2021 - nature.com","Nature Reviews Materials","2021"
"Graph representation learning via graphical mutual information maximization","Z Peng, W Huang, M Luo, Q Zheng, Y Rong - Proceedings of The , 2020 - dl.acm.org","Proceedings of The ¡¦","2020"
"Cocosnet v2: Full-resolution correspondence learning for image translation","X Zhou, B Zhang, T Zhang, P Zhang - Proceedings of the , 2021 - openaccess.thecvf.com","Proceedings of the ¡¦","2021"
" Deep learning in human activity recognition with wearable sensors: A review on advances","S Zhang, Y Li, S Zhang, F Shahabi, S Xia, Y Deng - Sensors, 2022 - mdpi.com","Sensors","2022"
